strain	author	submitting_lab
A/chicken/Cameroon/16V04338/2016	"Monamele,C.M.; Y,P.; Karlsson,E.A.; Vernet,M.-A.; Wade,A.; Okomo,M.-C.A.; Abah,A.S.; Yann,S.; Etoundi,G.A.; Mohamadou,N.R.; Feussom,J.M.; Horm,V.S.; Horwood,P.F.; Ly,S.; Njouom,R.; Dussart,P."	
A/falcon/Japan/NIES231b/2022	"Nabeshima,K.; Onuma,M.; Uchida,Y.; Miyazawa,K.; Mine,J.; Takadate,Y."	
A/duck/Vietnam/LBM136/2012	"Nagai,Y.; Soda,K.; Hotta,K.; Ito,T."	
A/chicken/India/03CA03/2012	"Nagarajan,S.; Jain,R.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/crow/India/11TI16/2011	"Nagarajan,S.; Jain,R.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/crow/India/02CA07/2012	"Nagarajan,S.; Jain,R.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/crow/India/11TI11/2011	"Nagarajan,S.; Jain,R.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/Bhutan/01TI02/2013	"Nagarajan,S.; Mishra,A.; Vaid,N.; Shukla,S.; Tripati,S.; Syed,Z.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kataria,J.M.; Kulkarni,D.D."	
A/chicken/India/01CA09/2012	"Nagarajan,S.; Mishra,A.; Vaid,N.; Shukla,S.; Tripati,S.; Syed,Z.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kataria,J.M.; Kulkarni,D.D."	
A/chicken/India/CA0302/2011	"Nagarajan,S.; Pandey,M.; Tosh,C.; Jain,R.; Syed,Z.; Murugkar,H.V.; Dubey,S.C."	
A/crow/India/01CA10/2012	"Nagarajan,S.; Senthil Kumar,D.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/crow/India/01CA08/2012	"Nagarajan,S.; Senthil Kumar,D.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/India/CA0303/2011	"Nagarajan,S.; Syed,Z.; Tosh,C.; Jain,R.; Pandey,M.; Murugkar,H.V.; Dubey,S.C."	
A/crow/India/01CA16/2012	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/India/12CA01/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/India/12CL2168/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/Bhutan/02CL505/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/Bhutan/01TR338/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/duck/Bhutan/01TR03/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/Bhutan/01TR340/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/Bhutan/01TI06/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/duck/Bhutan/01CL03/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/chicken/India/01CL1196/2012	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/crow/India/01CA12/2012	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/northernpintail/India/03OR320/2013	"Nagarajan,S.; Tripathi,S.; Tosh,C.; Murugkar,H.V.; Kumar,M.; Kulkarni,D.D."	
A/duck/CzechRepublic/33061/2022	"Nagy,Alexander;Cernikova,Lenka;Stara,Martina"	State Veterinary Institute Prague
A/chicken/Tyumen/2739/2021	"Natalia,Goncharova;Ivan,Susloparov;Natalia,Kolosova;Alexey,Danilenko;Juliya,Bulanovich;Vasiliy,Marchenko;Alexander,Ryzhikov"	State Research Center Of Virology And Biotechnology (vector)
A/chicken/Bangladesh/C4/2017	"Nooruzzaman,M.; Mumu,T.T.; Hasnat,A.; Akter,M.N.; Rasel,M.S.U.; Rahman,M.M.; Parvin,R.; Chowdhury,E.H.; Islam,M.R."	
A/whitetailedeagle/Estonia/TA2111864221VIR75126/2021	"Nurmoja, I.; Vilem, A.; Juurik, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/gull/Estonia/TA2113284421VIR75128/2021	"Nurmoja, I.; Vilem, A.; Juurik, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Redfox/Estonia/TA212682021VIR1043313/2021	"Nurmoja, I.; Vilem, A.; Juurik, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Withetiledeagle/Estonia/TA2124126121VIR1043311/2021	"Nurmoja, I.; Vilem, A.; Juurik, T.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Milani, A.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Ghana/AVL76321VIR705039/2021	"Odoom, T.; Ababio, P.T.; Danso, F.; Abakeh, P.; Youri, G.M.; Fia, G.E.; Yingar, D.T.; Daniel, B.; Arthur, D.; Kutame, M.S.;  Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Avian/Vietnam/Egg/2017	"Oh,S.; Song,D.; Na,W.; Yeom,M.; Le,P.V."	
A/Peru/LIM003/2022	"Padilla-Rojas, Carlos; Sevilla-Castañeda, Luren; Hurtado-Vela, Carmen; Silva-Molina, Juana; Bárcena-Flores, Luis; Lizarraga-Olivares, Wendy; Jimenez-Vasquez, Victor; Nuñez-Llanos, Alicia; Conza-Blanco, Lidia; Perez-Janampa, David; Marcelo-Tantamango, Oscar; Yarleque-Javier, Graciela; Rojas-Serrano, Nancy."	Instituto Nacional De Salud Peru
A/Peru/LAM002/2022	"Padilla-Rojas, Carlos; Sevilla-Castañeda, Luren; Hurtado-Vela, Carmen; Silva-Molina, Juana; Bárcena-Flores, Luis; Lizarraga-Olivares, Wendy; Jimenez-Vasquez, Victor; Nuñez-Llanos, Alicia; Conza-Blanco, Lidia; Perez-Janampa, David; Marcelo-Tantamango, Oscar; Yarleque-Javier, Graciela; Rojas-Serrano, Nancy."	Instituto Nacional De Salud Peru
A/chicken/Dongtai/601/2011	"Pan,J.; Liu,X.; Chen,S.; Peng,D."	
A/chicken/Yangzhou/06/2011	"Pan,J.; Liu,X.; Chen,S.; Peng,D."	
A/Pelican/Chile/70871/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/Gull/Chile/70232/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/Gull/Chile/70233/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/Pelican/Chile/69581/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/Pelican/Chile/69553/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/Pelican/Chile/66181/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/Pelican/Chile/66182/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/Pelican/Chile/69241/2022	"Pardo-Roa,C.; Johow,M.; Aguayo,C.; Ariyama,N.; Munoz,G.; Avila,C.; Almonacid,L.I.; Neira,V.; Medina,R."	
A/duck/Bangladesh/AR13218D1/2016	"Parvin, Rokshana; Harder, Timm"	Friedrich Loeffler Institut
A/migratorybird/Bangladesh/P18/2010	"Parvin,R.; Kamal,A.H.M.; Haque,M.E.; Chowdhury,E.H.; Giasuddin,M.; Islam,M.R.; Vahlenkamp,T.W."	
A/chicken/Lao/NL1621312/2016	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/Xiengkhouang02/2019	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/Xiengkhouang03/2019	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/Xiengkhouang01/2019	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072070/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072072/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072071/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072066/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072063/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072061/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072062/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072069/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/duck/Lao/NL2072064/2020	"Phommachanh, P.;Theppangna, W.;Khanthamaly, V"	Centers For Disease Control And Prevention
A/swan/Lithuania/1220PG122VIR72551/2022	"Pileviciene, S.; Janeliunas, Z.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/stork/Lithuania/4371PG122VIR72553/2022	"Pileviciene, S.; Janeliunas, Z.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/blackvulture/Georgia/W22749C/2022	"Poulson,R.; Stallknecht,D.; Rubrum,A.; Jeevan,T.; Walker,D.; Webby,R."	
A/hawk/Kansas/W221155/2022	"Poulson,R.; Stallknecht,D.; Rubrum,A.; Jeevan,T.; Walker,D.; Webby,R."	
A/baldeagle/Florida/W22191/2022	"Poulson,R.; Stallknecht,D.; Rubrum,A.; Jeevan,T.; Walker,D.; Webby,R."	
A/chicken/Nepal/225/2013	"Puranik, A; Hanna, A; Essen, S; Focosi-Snyman, R; Manvell, R; Manandhar, P; Reid, S"	Animal And Plant Health Agency (apha)
A/chicken/Nepal/223/2013	"Puranik, A; Hanna, A; Essen, S; Focosi-Snyman, R; Manvell, R; Manandhar, P; Reid, S"	Animal And Plant Health Agency (apha)
A/chicken/Nepal/231/2013	"Puranik, A; Hanna, A; Essen, S; Focosi-Snyman, R; Manvell, R; Manandhar, P; Reid, S"	Animal And Plant Health Agency (apha)
A/duck/Nepal/5TZoo/2011	"Puranik, A; Hanna, A; Essen, S; Focosi-Snyman, R; Manvell, R.J; Sedai, D; Chapagain, S; Manandhar, S; Koirala, P; Karki, K.B; Pandey, K.R; Air, T.B; Reid, S"	Animal And Plant Health Agency (apha)
A/crow/Nepal/CT1/2012	"Puranik, A; Hanna, A; Essen, S; Focosi-Snyman, R; Manvell, R.J; Sedai, D; Chapagain, S; Manandhar, S; Koirala, P; Karki, K.B; Pandey, K.R; Air, T.B; Reid, S"	Animal And Plant Health Agency (apha)
A/chicken/Nepal/T1P/2012	"Puranik, A; Hanna, A; Essen, S; Focosi-Snyman, R; Manvell, R.J; Sedai, D; Chapagain, S; Manandhar, S; Koirala, P; Karki, K.B; Pandey, K.R; Air, T.B; Reid, S"	Animal And Plant Health Agency (apha)
A/commontern/ME/COTE202206121/2022	"Puryear, Wendy; Sawatzki, Kaitlin; Lyons, Donald; Shannon, Paula; Foss, Alexa; Runstadler, Jonathan van de Guchte,Adriana; Silvia Gonzalez-Reiche,Ana ; Khalil,Zain ; van Bakel,Harm"	Icahn School Of Medicine At Mount Sinai
A/mink/China/CY/2017	"Qin,X."	
A/chicken/India/03CL488/2011	"Qureshi,M.; Tosh,C.; Nagarajan,S.; Murugkar,H.V.; Jain,R.; Kulkarni,D.D."	
A/peafowl/Kirkuk/1/2015	"Rashid,P.M.; Saeed,N.M.; Dyary,H.O.; Rashid,P.M.A."	
A/peafowl/Kirkuk/2/2015	"Rashid,P.M.; Saeed,N.M.; Dyary,H.O.; Rashid,P.M.A."	
A/chicken/Austria/25142022VIR113822/2022	"Revilla-Fernandez, S.; Bag, Z.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Austria/25141922VIR113821/2022	"Revilla-Fernandez, S.; Bag, Z.; Pastori, A.; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Spain/4087122VIR21421/2021	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Gypaetusbarbatus/Spain/1878922VIR631218/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/goose/Spain/65322VIR21422/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/stork/Spain/729122VIR214218/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/goose/Spain/141922VIR21426/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/duck/Spain/2095222VIR86325/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Pastori, A.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Anseranser/Spain/2753322VIR863212/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Pastori, A.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/turkey/Spain/29964222VIR863222/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Pastori, A.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/turkey/Spain/29964322VIR863221/2022	"Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Pastori, A.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/Anseranser/Spain/22VIR127744138034/2022	"Ruano,M.J.; Rocha,A.; Sanchez,A.; Aguero,M.; Pastori, A.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/swan/Spain/22VIR127744543822/2022	"Ruano,M.J.; Rocha,A.; Sanchez,A.; Aguero,M.; Pastori, A.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C."	Istituto Zooprofilattico Sperimentale Delle Venezie
A/chicken/Togo/510/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/511/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/515/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/513/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/516/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/517/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/507/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/509/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/514/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/Togo/506/2018	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Batawui,D.; Go-Maro,E.; Komlan,M.; Dogno,K.; Pato,P.S."	
A/chicken/CoteDIvoire/Viro26395/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro15280/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro18874/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro30120/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro27511/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro26198/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro2072/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro001100/2016	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro00814/2016	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/CoteDIvoire/Viro20192/2015	"Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.; Fusade-Boyer,M.; Ducatez,M.; Couacy-Hymann,E."	
A/chicken/EastJava/Av1955/2022	"S,Rehman;FA,Rantam;J,Rahmahani;AM,Witaningrum;RR,Prasetya;K,Rahardjo;AM,Nastri;JR,Dewantari;Y,Mori;K,Shimizu;MH,Effendi"	"Institute Of Tropical Disease, Universitas Airlangga"
A/chicken/Hmawbi/517/2007	"Saito,T.; Watanabe,C.; Hayashi,T.; Uchida,Y.; Myint,W.W.; Thein,W.Z.; Takemae,N.; Mase,M.; Okamatsu,M.; Mar,A.; Mon,C.C.; Gawng,L.T.; Sann,K.; Kyi,T.A.; Yamaguchi,S."	
A/quail/Thanatpin/2283/2007	"Saito,T.; Watanabe,C.; Hayashi,T.; Uchida,Y.; Myint,W.W.; Thein,W.Z.; Takemae,N.; Mase,M.; Okamatsu,M.; Mar,A.; Mon,C.C.; Gawng,L.T.; Sann,K.; Kyi,T.A.; Yamaguchi,S."	
A/villagechicken/KyaingTong/2433/2007	"Saito,T.; Watanabe,C.; Hayashi,T.; Uchida,Y.; Myint,W.W.; Thein,W.Z.; Takemae,N.; Mase,M.; Okamatsu,M.; Mar,A.; Mon,C.C.; Gawng,L.T.; Sann,K.; Kyi,T.A.; Yamaguchi,S."	
A/whooperswan/Hokkaido/6/2011	"Sakoda,Y.; Ito,H.; Uchida,Y.; Okamatsu,M.; Yamamoto,N.; Soda,K.; Nomura,N.; Kuribayashi,S.; Shichinohe,S.; Sunden,Y.; Umemura,T.; Usui,T.; Ozaki,H.; Yamaguchi,T.; Murase,T.; Ito,T.; Saito,T.; Takada,A.; Kida,H.; Hatamachi,J."	
A/chicken/Miyazaki/M6/2011	"Sakoda,Y.; Ito,H.; Uchida,Y.; Okamatsu,M.; Yamamoto,N.; Soda,K.; Nomura,N.; Kuribayashi,S.; Shichinohe,S.; Sunden,Y.; Umemura,T.; Usui,T.; Ozaki,H.; Yamaguchi,T.; Murase,T.; Ito,T.; Saito,T.; Takada,A.; Kida,H.; Takemae,N.; Hikono,H.; Uchida,Y.; Suzuki,Y.; Shirakura,M.; Kawaguchi,A.; Nobusawa,E.; Tanikawa,T.; Hikono,H.; Takemae,N.; Mase,M.; Kanehira,K.; Hayashi,T.; Tagawa,Y.; Tashiro,M.; Saito,T."	
A/chicken/Vietnam/HU12657/2019	"Sakoda,Y.; Okamatsu,M.; Matsuno,K.; kien,L.T."	
A/chicken/Vietnam/HU12667/2019	"Sakoda,Y.; Okamatsu,M.; Matsuno,K.; kien,L.T."	
A/chicken/Vietnam/HU12665/2019	"Sakoda,Y.; Okamatsu,M.; Matsuno,K.; kien,L.T."	
A/chicken/Vietnam/HU12666/2019	"Sakoda,Y.; Okamatsu,M.; Matsuno,K.; kien,L.T."	
A/chicken/Vietnam/HU12669/2019	"Sakoda,Y.; Okamatsu,M.; Matsuno,K.; kien,L.T."	
A/chicken/Vietnam/HU12668/2019	"Sakoda,Y.; Okamatsu,M.; Matsuno,K.; kien,L.T."	
A/chicken/Vietnam/HU12661/2019	"Sakoda,Y.; Okamatsu,M.; Matsuno,K.; kien,L.T."	
A/poultry/Benin/21A09031O/2021	"Sanogo,I.N.; Djegui,F.; Dupre,G.; Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.J.; Ducatez,M.F."	
A/poultry/Benin/21A08009O/2021	"Sanogo,I.N.; Djegui,F.; Dupre,G.; Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.J.; Ducatez,M.F."	
A/poultry/Benin/21A08034O/2021	"Sanogo,I.N.; Djegui,F.; Dupre,G.; Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.J.; Ducatez,M.F."	
A/poultry/Benin/21A08033O/2021	"Sanogo,I.N.; Djegui,F.; Dupre,G.; Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.J.; Ducatez,M.F."	
A/poultry/Benin/21A08035O/2021	"Sanogo,I.N.; Djegui,F.; Dupre,G.; Rubrum,A.; Jeevan,T.; McKenzie,P.; Webby,R.J.; Ducatez,M.F."	
A/gadwall/Croatia/108/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/100/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/greyheron/Croatia/132/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/146/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/104/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/chicken/Croatia/7/2022	"Savić, Vladimir"	Croatian Veterinary Institute
A/chicken/Croatia/55/2022	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/144/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/goose/Croatia/107/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/145/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/101/2021	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/6/2022	"Savić, Vladimir"	Croatian Veterinary Institute
A/muteswan/Croatia/108/2022	"Savić, Vladimir"	Croatian Veterinary Institute
A/peafowl/Croatia/123/2022	"Savić, Vladimir"	Croatian Veterinary Institute
